season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,platt,271,0.6605166051660517,0.21271165858928487,0.6141416220187079
2023,0.25,0.75,brier,platt,272,0.6580882352941176,0.2219143460873873,0.6346212917560683
2024,0.25,0.75,brier,platt,272,0.7022058823529411,0.19966358831349093,0.5865318955880353
2025,0.25,0.75,brier,platt,272,0.6507352941176471,0.2137532293747446,0.613754533880489
