season,pure_weight,market_weight,objective,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,271,0.6568265682656826,0.21172771560373077,0.611342171386722
2023,0.25,0.75,brier,272,0.6875,0.22100797077156797,0.6323496517058449
2024,0.25,0.75,brier,272,0.7242647058823529,0.2013365842241605,0.5906004067324971
2025,0.25,0.75,brier,272,0.6470588235294118,0.21298404394133139,0.6126997122213356
