season,pure_weight,market_weight,objective,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,271,0.6605166051660517,0.21130956683165986,0.6105117515975637
2023,0.25,0.75,brier,272,0.6801470588235294,0.22081784766509818,0.6319316123471417
2024,0.25,0.75,brier,272,0.7132352941176471,0.20135367618825617,0.5906778400524163
2025,0.25,0.75,brier,272,0.6507352941176471,0.2134564023629261,0.6137333384773926
