season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.75,0.25,accuracy,none,271,0.6383763837638377,0.21769874649308385,0.6253335603604467
2023,0.75,0.25,accuracy,none,272,0.6544117647058824,0.22841354160189345,0.6486864967291165
2024,0.25,0.75,accuracy,none,272,0.7169117647058824,0.201120607649065,0.5900564492915514
2025,0.25,0.75,accuracy,none,272,0.6507352941176471,0.21315440614993666,0.6126873570962954
