season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,platt,271,0.6642066420664207,0.2124965978591265,0.6134710390827213
2023,0.25,0.75,brier,platt,272,0.6617647058823529,0.22190845175098708,0.6346125687669247
2024,0.25,0.75,brier,platt,272,0.6948529411764706,0.19927293107051824,0.5856668059625475
2025,0.25,0.75,brier,platt,272,0.6507352941176471,0.21380676124672196,0.6135115324637568
