season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,platt,271,0.6605166051660517,0.21264260432004284,0.6138906806298586
2023,0.25,0.75,brier,platt,272,0.6580882352941176,0.2219212548862819,0.6345377353344013
2024,0.25,0.75,brier,platt,272,0.7022058823529411,0.19963877235044014,0.5864042889968765
2025,0.25,0.75,brier,platt,272,0.6507352941176471,0.2134956549586138,0.6128065564257461
