season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,isotonic,271,0.6420664206642066,0.21866147432793615,0.6269023567537652
2023,0.25,0.75,brier,isotonic,272,0.6580882352941176,0.22937477265603354,0.662971842009959
2024,0.25,0.75,brier,isotonic,272,0.6911764705882353,0.20236784690891454,0.5912232400761613
2025,0.25,0.75,brier,isotonic,272,0.6397058823529411,0.21442340058842912,0.6144459865936814
