season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.9500000000000001,0.04999999999999993,accuracy,none,271,0.6383763837638377,0.22289517993409896,0.6370888187385237
2023,0.45,0.55,accuracy,none,272,0.6544117647058824,0.22323785122970083,0.6369945310593582
2024,0.4,0.6,accuracy,none,272,0.7279411764705882,0.20253644416485425,0.5933072685025849
2025,0.4,0.6,accuracy,none,272,0.6360294117647058,0.21370624187916853,0.6144341769044991
