home_win,season,market_prob,pure_prob,game_index
0,2022,0.47377843762281124,0.42180878869174626,2576
0,2022,0.3233821035611469,0.36751610027943593,2577
0,2022,0.5431472081218274,0.44735713884480827,2578
1,2022,0.30683501446004086,0.33361614055002364,2579
0,2022,0.7331798681594643,0.6401371609254434,2580
0,2022,0.312960235640648,0.378862137694958,2581
0,2022,0.2775800711743772,0.3276764102282506,2582
1,2022,0.5933014354066986,0.4474717260090799,2583
0,2022,0.29384534879040375,0.2825874885254943,2584
1,2022,0.5986798270759409,0.7040150009251586,2585
0,2022,0.30320780070978187,0.306009758993969,2586
1,2022,0.6265670845558816,0.6294056585644703,2587
1,2022,0.5419847328244275,0.3521020379318664,2588
0,2022,0.685385750480274,0.761882329801319,2589
0,2022,0.4433028919330289,0.5102420225942691,2590
1,2022,0.3029704839803284,0.6525101021859355,2591
1,2022,0.6354245784596689,0.7335831893407733,2592
0,2022,0.6063931297709924,0.515613860523987,2593
0,2022,0.6829002792370676,0.672041512735171,2594
1,2022,0.48044542229805576,0.4898017031362856,2595
1,2022,0.4034916946651176,0.3449522876310063,2596
0,2022,0.43500511770726713,0.2966215091862195,2597
1,2022,0.48044542229805576,0.42009308185049543,2598
0,2022,0.41493775933609955,0.35256277231283445,2599
1,2022,0.8001430041331682,0.6410067658168436,2600
1,2022,0.7678386211843623,0.5241282551391704,2601
1,2022,0.26978176462712544,0.6524285603230066,2602
1,2022,0.8025629436811645,0.5506350500540801,2603
0,2022,0.6721843886695558,0.5159929378817206,2604
1,2022,0.7834776815456361,0.6640768072391394,2605
1,2022,0.7739261492087415,0.6168882735062315,2606
1,2022,0.5704635785196144,0.5812611018322817,2607
1,2022,0.6557852820085941,0.5775288373643623,2608
1,2022,0.46097238299983456,0.3784275766598869,2609
1,2022,0.5949110703209063,0.5357966447467696,2610
1,2022,0.35166954823988805,0.2948953593902654,2611
1,2022,0.35449101796407184,0.3969419432839393,2612
1,2022,0.7069937235814012,0.5591020463081445,2613
0,2022,0.4259645555419216,0.6217947821350056,2614
0,2022,0.3050817654299279,0.3900837799111182,2615
1,2022,0.4491310290958797,0.6844611670889043,2616
0,2022,0.3136531365313653,0.40855716177234397,2617
0,2022,0.696132596685083,0.6376370557015011,2618
0,2022,0.38514560209200854,0.4420083085854562,2619
0,2022,0.5023229882921391,0.6543779758093015,2620
0,2022,0.5390276170001653,0.5984547968685492,2621
1,2022,0.489612188365651,0.3719524481889276,2622
0,2022,0.5327102803738317,0.22109808927233518,2623
1,2022,0.6379977530895019,0.3716558261897242,2624
0,2022,0.35166954823988805,0.5937858287943505,2625
1,2022,0.4953533757725013,0.383867912452544,2626
0,2022,0.3837038708949329,0.32490971423761794,2627
1,2022,0.5933014354066986,0.7047690317200044,2628
0,2022,0.6119390066215612,0.32860212138187095,2629
0,2022,0.3187935477713086,0.38952829442820286,2630
0,2022,0.6546257501981656,0.3601016404013378,2631
1,2022,0.5757997218358832,0.3690292060133885,2632
1,2022,0.6990396320844041,0.6380092314281077,2633
0,2022,0.6018002898771837,0.6552924944435377,2634
0,2022,0.5172913928296243,0.4941893041863311,2635
