season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,none,271,0.6605166051660517,0.21116537220261264,0.6100497540221664
2023,0.25,0.75,brier,none,272,0.6764705882352942,0.22082423361880346,0.6318720417855229
2024,0.25,0.75,brier,none,272,0.7169117647058824,0.201120607649065,0.5900564492915514
2025,0.25,0.75,brier,none,272,0.6507352941176471,0.21315440614993666,0.6126873570962954
