season,pure_weight,market_weight,objective,calibrator,games,winner_pct,brier,log_loss
2022,0.25,0.75,brier,none,271,0.6642066420664207,0.21126727680428226,0.610335431557967
2023,0.25,0.75,brier,none,272,0.6838235294117647,0.22082522661056614,0.6318341946535346
2024,0.25,0.75,brier,none,272,0.7058823529411765,0.20147985132147372,0.590779806127419
2025,0.25,0.75,brier,none,272,0.6507352941176471,0.2128627171212234,0.6120443130065093
