game_id,season,week,CONSTANT_SCALE_NO_KEY_integer_log_score,CONDITIONAL_SCALE_NO_KEY_integer_log_score,CONSTANT_SCALE_KEY_integer_log_score,FULL_CONDITIONAL_SCALE_KEY_integer_log_score
2022_06_NE_CLE,2022,6,5.401097690007007,5.398582715308027,5.417396978052682,5.38202090068299
2022_06_NYJ_GB,2022,6,5.261344135601425,5.27020278441453,5.274789973993491,5.308635690033668
2022_06_SF_ATL,2022,6,4.413109317092978,4.41026580138662,4.518971062568754,4.510932478853427
2022_06_TB_PIT,2022,6,3.9243421574652277,3.923892243345453,4.0516902282196146,4.049310148473397
2022_06_WAS_CHI,2022,6,3.5275837776897863,3.5245272598706983,3.7237325676131428,3.7403342492915788
2022_07_ATL_CIN,2022,7,3.888340942587633,3.8885995322215594,4.035629347066974,4.036302031482055
2022_07_CHI_NE,2022,7,5.845440997269692,5.888478727167036,5.797189498980964,5.907126249813042
2022_07_CLE_BAL,2022,7,3.5158056474601596,3.5153604075091702,2.5412409031122483,2.5300682007591697
2022_07_DET_DAL,2022,7,3.8537932437467473,3.8545858813075746,4.002454957728477,4.002611266665646
2022_07_GB_WAS,2022,7,3.5902499295093335,3.5878686154238815,3.775248160753451,3.779440979186749
2022_07_HOU_LV,2022,7,3.8537932437467473,3.853500360638153,4.002454957728477,4.001595921207785
2022_07_IND_TEN,2022,7,3.6097813145710713,3.610489338623449,3.7959777640026418,3.8077661214018446
2022_07_KC_SF,2022,7,4.688661485922289,4.674967257829126,4.772137629656334,4.735177838197485
2022_07_NO_ARI,2022,7,3.57225931665542,3.574111287995805,3.7622072699216647,3.776002558793138
2022_07_NYG_JAX,2022,7,3.730330246035239,3.7311374143720863,3.9036340031803443,3.9112843498254946
2022_07_NYJ_DEN,2022,7,3.5558148684713715,3.5499069242760135,2.97976339466247,2.9842670292831173
2022_07_PIT_MIA,2022,7,3.48435352349442,3.480687216305362,3.667643669359721,3.655590116800417
2022_07_SEA_LAC,2022,7,4.631017328048826,4.6221426925790015,4.710548821065842,4.704655240453515
2022_07_TB_CAR,2022,7,6.242527676794023,6.316634982482985,6.140174600087635,6.364731978077861
2022_08_ARI_MIN,2022,8,3.527583777689788,3.532882799391332,3.718859128363858,3.730835911263327
2022_08_BAL_TB,2022,8,3.63084763403831,3.6346791347723353,3.815677682882982,3.8313327162195447
2022_08_CAR_ATL,2022,8,3.48435352349442,3.4799785135272012,2.5197583785009656,2.5139110195481607
2022_08_CHI_DAL,2022,8,3.7589685081043087,3.7547435018364173,3.8999098574935003,3.885422026319835
2022_08_CIN_CLE,2022,8,4.9314667818632785,4.9263184230345285,4.989710222635517,4.967220206240369
2022_08_DEN_JAX,2022,8,3.5558148684713715,3.555999150306223,3.7491329964082603,3.767553480818866
2022_08_GB_BUF,2022,8,3.478055441421026,3.4734950139209264,3.647038446683554,3.6186327802320126
2022_08_LV_NO,2022,8,5.33067950321618,5.306343506405959,5.35505089367373,5.2850535878523255
2022_08_MIA_DET,2022,8,3.478055441421026,3.488598018469689,3.6755118495642107,3.695129614339002
2022_08_NE_NYJ,2022,8,3.4898622491881337,3.486097540996144,3.6871819513607114,3.6958165622411228
2022_08_NYG_SEA,2022,8,3.8537932437467473,3.8543776663815055,4.014896029646839,4.019737716951728
2022_08_PIT_PHI,2022,8,3.8537932437467473,3.851222111326064,3.982601640483399,3.9734065043531746
2022_08_SF_LA,2022,8,4.263373798156905,4.262522495978998,4.387240112345133,4.377495163303149
2022_08_TEN_HOU,2022,8,3.5902499295093375,3.588192534760133,3.011739193066552,3.0221847558314874
2022_08_WAS_IND,2022,8,3.5275837776897863,3.52475302669421,3.7211140040162354,3.7297832029594318
