game_id,season,week,gameday,home_team,away_team,home_score,away_score,actual_margin,actual_total,expected_home_points,expected_away_points,expected_margin,expected_total,home_win_probability,home_score_variance,away_score_variance,margin_variance,total_variance,expected_home_drives,expected_away_drives,home_p_td,home_p_fg,away_p_td,away_p_fg,home_p10,home_p25,home_p50,home_p75,home_p90,away_p10,away_p25,away_p50,away_p75,away_p90,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,total_p10,total_p25,total_p50,total_p75,total_p90,home_crps,away_crps,margin_crps,total_crps,joint_energy_score,simulation_seed,candidate_id,outer_target_season,train_through_season,training_through_boundary,selected_drive_alpha,selected_outcome_c,source_contract_version,code_sha,config_sha,fallback_state,simulation_version,simulation_draws
2023_15_ATL_CAR,2023,15,2023-12-17,CAR,ATL,9.0,7.0,2.0,16.0,23.5232,24.3791,-0.8559,47.9023,0.4733,152.30709246924692,153.3545186418642,285.4006752575258,325.92254696469644,11.177250112255312,11.306058534222313,0.2242391327422162,0.1507471729974555,0.2129568400258077,0.1922363786778041,9.0,14.0,22.0,31.0,40.0,10.0,16.0,23.0,32.0,41.0,-22.0,-12.0,-1.0,10.0,21.0,26.0,35.0,46.0,59.0,72.0,8.41033376,10.792527690000002,4.09110321,21.95498473,14.845614733218786,3543202431,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_BAL_JAX,2023,15,2023-12-17,JAX,BAL,7.0,23.0,-16.0,30.0,21.2618,27.2138,-5.952,48.4756,0.36815,142.42610337033705,176.18230779077908,293.3706330633064,343.8461892589259,11.464157836946972,11.492847840214601,0.19972420944083522,0.12145543071998303,0.24410109292358695,0.1879964920959368,7.0,13.0,20.0,28.0,37.0,10.0,17.0,26.0,36.0,45.0,-28.0,-17.0,-6.0,6.0,15.0,26.0,35.0,47.0,61.0,73.0,8.27174112,3.3564818799999996,6.322993540000001,10.45768652,9.212551171425506,909998680,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_CHI_CLE,2023,15,2023-12-17,CLE,CHI,20.0,17.0,3.0,37.0,20.8611,21.3012,-0.4401,42.1623,0.4886,137.74918170817082,142.04508306830684,260.85409739974,298.7344321532153,11.53645179969731,11.708037001724097,0.19457052850524623,0.12272138615784871,0.20224558677084148,0.10657223125148813,7.0,13.0,20.0,28.0,37.0,7.0,13.0,20.0,28.0,37.0,-21.0,-11.0,0.0,10.0,20.0,21.0,30.0,41.0,53.0,65.0,2.7108266499999996,3.0989166600000004,3.9677358300000005,4.27821849,4.556122763543993,4077057705,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_DAL_BUF,2023,15,2023-12-17,BUF,DAL,31.0,10.0,21.0,41.0,26.6117,27.3724,-0.7607,53.9841,0.48165,178.84300741074108,183.26424466446642,334.5300885188518,389.6844156315631,11.15669820415496,11.029570612231634,0.26644467460685795,0.1452184387384595,0.2868596210688216,0.13416478623024786,10.0,17.0,25.0,35.0,45.0,10.0,17.0,27.0,36.0,45.0,-24.0,-13.0,-1.0,11.0,22.0,30.0,40.0,52.0,67.0,81.0,4.04327309,10.48254546,13.61629919,7.266006890000002,11.568199026424079,1953134218,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_DEN_DET,2023,15,2023-12-16,DET,DEN,42.0,17.0,25.0,59.0,24.2286,21.4295,2.7991,45.6581,0.5631,158.81002304230424,140.05043479347935,279.571296319632,318.1496193519352,11.230754911868972,11.198655525846581,0.22849755739971903,0.16414663651926892,0.20133942173376335,0.13961983207024842,9.0,15.0,23.0,32.0,41.0,7.0,13.0,20.0,29.0,37.0,-18.0,-8.0,3.0,14.0,24.0,24.0,33.0,44.0,57.0,69.0,12.12397804,3.0959655699999997,14.301720289999999,8.59173591,12.313063516544911,4125357340,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_HOU_TEN,2023,15,2023-12-17,TEN,HOU,16.0,19.0,-3.0,35.0,26.6763,21.8755,4.8008,48.5518,0.6063999999999999,183.74089239923993,137.43074282428245,304.76379573957394,337.57947470747075,11.420283465673343,11.319554337224355,0.27445650319050513,0.11221893904249382,0.20510759605391365,0.13847116536234202,10.0,17.0,25.0,35.0,45.0,7.0,13.0,20.0,30.0,38.0,-17.0,-7.0,4.0,16.0,27.0,26.0,36.0,47.0,60.0,73.0,5.79005933,2.8767384700000003,5.30413828,7.57148188,7.002552037758781,2776011280,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_KC_NE,2023,15,2023-12-17,NE,KC,17.0,27.0,-10.0,44.0,21.8082,24.082,-2.2738,45.8902,0.444,141.97521028102813,154.8575617561756,270.5718907490749,323.0936533253325,11.040575562618002,11.132720392543527,0.2073287986611438,0.14665822108529053,0.2317187552104498,0.1509218245171282,7.0,13.0,20.0,30.0,38.0,9.0,15.0,23.0,32.0,41.0,-23.0,-13.0,-2.0,9.0,18.0,24.0,33.0,44.0,57.0,70.0,3.205699700000001,3.4499514199999988,5.260975019999998,4.18471868,5.243398484463308,794548289,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_LAC_LV,2023,15,2023-12-14,LV,LAC,63.0,21.0,42.0,84.0,24.9758,26.7227,-1.7469,51.6985,0.46094999999999997,161.86880124012401,177.8451892289229,320.92113250325036,358.5068484348435,11.107669785243699,11.113545887525765,0.2204472973322822,0.2082328077717451,0.2658708033200147,0.1579290082745904,10.0,16.0,24.0,33.0,41.0,10.0,17.0,26.0,35.0,44.0,-24.0,-14.0,-2.0,10.0,21.0,28.0,38.0,50.0,64.0,77.0,31.02059094,3.7615690099999997,33.80958525,22.781850549999998,29.441531175786018,3772480692,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_MIN_CIN,2023,15,2023-12-16,CIN,MIN,27.0,24.0,3.0,51.0,22.7795,23.6941,-0.9146,46.4736,0.47719999999999996,150.35771552155217,148.16794198419842,286.85819265926597,310.1931223522352,11.243208700918125,11.153428235737247,0.20524772253035378,0.16474837214703655,0.21626391172162984,0.1795987677170279,7.0,14.0,21.0,30.0,39.0,9.0,14.0,23.0,31.0,40.0,-23.0,-12.0,-1.0,10.0,21.0,25.0,34.0,45.0,58.0,70.0,3.8052946700000003,2.9165203699999998,4.28749204,4.877083900000001,5.219651643178091,1457414009,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_NYG_NO,2023,15,2023-12-17,NO,NYG,24.0,6.0,18.0,30.0,26.7633,17.5188,9.2445,44.2821,0.7167,172.43451656165615,110.11485804580455,266.0189216421642,299.07982757275727,11.68531486372626,11.620717805739218,0.23282410451530172,0.1924426824169936,0.15013740990277794,0.1263021466766042,10.0,17.0,25.0,35.0,44.0,6.0,10.0,16.0,24.0,31.0,-11.0,-1.0,9.0,20.0,30.0,23.0,32.0,43.0,55.0,68.0,3.0736275099999997,6.4403932,5.7196805699999995,7.80980821,7.546119076171804,2949366418,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_NYJ_MIA,2023,15,2023-12-17,MIA,NYJ,30.0,0.0,30.0,30.0,26.1579,18.446,7.7119,44.6039,0.6819999999999999,176.69423701370138,117.4408280828083,275.17961635163516,313.09051384138417,11.723858788142087,11.619603514430153,0.25591532597659045,0.12633804550082942,0.1620518375021816,0.12272713915949848,10.0,17.0,24.0,34.0,44.0,6.0,10.0,17.0,24.0,33.0,-13.0,-3.0,7.0,18.0,29.0,23.0,32.0,43.0,55.0,68.0,3.8806112299999995,12.411332940000001,14.54444923,7.997853869999998,12.626503304108239,1624634178,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_PHI_SEA,2023,15,2023-12-18,SEA,PHI,20.0,17.0,3.0,37.0,24.5996,24.7753,-0.1757,49.3749,0.49350000000000005,164.39211905190518,170.6236722772277,313.2823577457746,356.7492249124913,11.025699665015798,11.139468764191628,0.25172036835093853,0.13034695981468142,0.25240202909265336,0.1256531420010206,10.0,16.0,23.0,33.0,41.0,9.0,16.0,23.0,33.0,42.0,-23.0,-11.0,0.0,11.0,22.0,26.0,36.0,48.0,61.0,74.10000000000036,3.29707974,4.2927767900000005,4.25881485,6.92212947,6.066046438102262,414160089,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_PIT_IND,2023,15,2023-12-16,IND,PIT,30.0,13.0,17.0,43.0,21.9903,22.7012,-0.7109,44.6915,0.4844,144.28303421342133,144.48316687668768,269.13163435343535,308.40076782678267,11.364121968023555,11.668936591032107,0.2032851952532191,0.14693672889083398,0.19764911654620212,0.15977770249334797,7.0,13.0,20.0,30.0,38.0,8.0,14.0,21.0,30.0,38.0,-22.0,-11.0,0.0,10.0,20.0,23.0,33.0,43.0,56.0,68.0,5.4312764499999995,5.205968160000001,10.808093390000002,4.029886769999999,8.374222260753248,1862199727,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_SF_ARI,2023,15,2023-12-17,ARI,SF,29.0,45.0,-16.0,74.0,21.5344,30.4271,-8.8927,51.9615,0.31134999999999996,146.20783742374238,211.63144873487352,328.0793946494649,387.5991776677668,10.986801555655495,11.074539802416314,0.217060464213588,0.12160960233447925,0.31926664040331937,0.1368899096084301,7.0,13.0,20.0,29.0,38.0,13.0,20.0,29.0,40.0,50.0,-32.0,-21.0,-9.0,3.0,14.0,28.0,38.0,50.0,64.0,78.0,5.18443642,9.39390387,5.38129837,14.30628093,11.143998206329162,4014572631,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_TB_GB,2023,15,2023-12-17,GB,TB,20.0,34.0,-14.0,54.0,26.8295,23.2109,3.6186,50.0404,0.5790500000000001,184.28305805580555,152.93551474147415,310.12674671467147,364.31039887988794,11.109495286279836,10.934553507996737,0.28204519318480814,0.1245495709924475,0.23524898349409365,0.1364274581875306,10.0,17.0,26.0,35.0,45.0,8.0,14.0,22.0,31.0,40.0,-19.0,-8.0,3.0,15.0,27.0,27.0,37.0,48.0,62.0,75.0,4.0482672299999996,7.03142493,10.55730446,5.05724266,8.668296614363127,2647628141,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_15_WAS_LA,2023,15,2023-12-17,LA,WAS,28.0,20.0,8.0,48.0,27.3487,20.8795,6.4692,48.2282,0.6444500000000001,187.2264309530953,136.3752172717272,305.22717407740765,341.9761223722373,11.222677711082866,11.37912065230637,0.27964033260911064,0.14099597779303,0.19588026300263708,0.13288770853702328,10.0,17.0,26.0,36.0,45.0,7.0,13.0,20.0,28.0,37.0,-15.0,-5.0,6.0,18.0,29.0,26.0,35.0,47.0,60.0,72.0,3.2979268100000008,2.708737290000001,4.08631098,4.364390140000001,4.731627462513654,535376704,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_ARI_CHI,2023,16,2023-12-24,CHI,ARI,27.0,16.0,11.0,43.0,23.3936,20.0615,3.3321,43.4551,0.5769,162.06268530853083,127.77029477947795,274.44385397539753,305.2221062006201,11.22268916893729,11.17358922269576,0.23460107796725624,0.11589810623039677,0.1872089433088441,0.1341410268961414,7.0,14.0,22.0,31.0,41.0,7.0,12.0,19.0,27.0,35.0,-17.0,-8.0,3.0,14.0,24.0,23.0,31.0,42.0,54.0,66.0,3.6663162199999997,2.8928691499999992,5.314182710000001,4.08883943,5.266632775519167,3388724305,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_BAL_SF,2023,16,2023-12-25,SF,BAL,19.0,33.0,-14.0,52.0,28.1174,25.2785,2.8389,53.3959,0.56235,194.0248197219722,167.03124087408742,328.8818349734973,393.23028621862187,11.204484366709986,10.988268658100104,0.29363193187767944,0.12891898186865897,0.24534710997195588,0.16858879143571262,10.0,17.0,27.0,37.0,47.0,10.0,16.0,24.0,33.0,43.0,-20.0,-10.0,3.0,15.0,26.0,30.0,40.0,52.0,66.0,79.0,5.046151440000001,5.368102790000001,10.03260249,4.61598691,8.21372080245429,1372370312,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_BUF_LAC,2023,16,2023-12-23,LAC,BUF,22.0,24.0,-2.0,46.0,23.2918,28.7589,-5.4671,52.0507,0.3821,156.82173493349336,194.6910398939894,320.4215597459746,382.60398990899085,11.124962187961772,11.222593116950003,0.23140960910644381,0.1344624545016664,0.29226830939539306,0.14865887904669153,7.0,14.0,22.0,31.0,40.0,12.0,19.0,27.0,37.0,48.0,-28.0,-17.0,-5.5,7.0,17.0,28.0,38.0,50.0,64.0,78.0,2.89546044,3.6110697700000003,4.37626107,4.93734109,5.079574424076801,760342314,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_CIN_PIT,2023,16,2023-12-23,PIT,CIN,34.0,11.0,23.0,45.0,23.052,20.7108,2.3412,43.7628,0.55655,147.29742574257426,136.67123048304828,263.3469172517252,304.59039519952,11.239224144894566,11.116823561710733,0.20471098441897165,0.17854706796760272,0.20029395980543613,0.1326537718833446,9.0,14.0,22.0,30.0,39.0,7.0,13.0,20.0,28.0,37.0,-18.0,-8.0,2.0,13.0,23.0,23.0,31.0,42.0,54.0,67.0,7.148269480000001,5.210366680000001,13.19174652,4.197103719999999,9.602545071041536,1431938554,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_CLE_HOU,2023,16,2023-12-24,HOU,CLE,22.0,36.0,-14.0,58.0,23.33,21.9069,1.4231,45.2369,0.5343500000000001,152.8053805380538,144.83491588158816,278.46413280328034,316.8164600360036,12.185832966077797,11.956831431299356,0.21380395936500451,0.12196255231657455,0.20013432630909003,0.11724162725134478,9.0,14.0,22.0,31.0,40.0,7.0,13.0,20.0,29.0,38.0,-20.0,-10.0,1.0,12.0,23.0,23.0,33.0,44.0,56.0,69.0,2.9062667399999995,9.37194019,9.257955990000001,8.25610493,9.650312122985786,3172964426,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_DAL_MIA,2023,16,2023-12-24,MIA,DAL,22.0,20.0,2.0,42.0,25.0991,28.5245,-3.4254,53.6236,0.42595,171.15979516951697,194.30703045304531,339.62479731973195,391.3088539253925,11.170803157742476,11.164004344557458,0.25433226551145666,0.12705612252493428,0.2979272918116134,0.13435808314418832,10.0,16.0,24.0,34.0,42.0,12.0,18.0,27.0,37.0,47.0,-27.0,-16.0,-3.0,9.0,20.0,30.0,40.0,52.0,66.0,80.0,3.1674634100000008,4.758711389999999,4.85691624,6.70402122,6.379593689326123,644390314,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_DET_MIN,2023,16,2023-12-24,MIN,DET,24.0,30.0,-6.0,54.0,26.5526,23.6657,2.8869,50.2183,0.5657,180.27886112611262,152.33677718771878,309.58546693669365,355.6458096909691,11.080780446751323,11.131994570400723,0.2673969364060957,0.14892152625849164,0.21817076033326877,0.17302008336509586,10.0,17.0,25.0,34.0,44.0,9.0,14.0,23.0,31.0,40.0,-20.0,-9.0,3.0,14.0,25.0,27.0,37.0,49.0,62.0,75.0,3.1250969999999993,4.62255027,5.80731289,4.89652079,6.008869353736285,3836051250,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_GB_CAR,2023,16,2023-12-24,CAR,GB,30.0,33.0,-3.0,63.0,22.664,23.9925,-1.3285,46.6565,0.46115,149.94529852985298,159.33617736773678,280.85007275727577,337.71287903790375,10.847722266649189,10.970712737871299,0.22097054224168233,0.15487595332331644,0.24127643234593732,0.133324078679693,7.0,14.0,21.0,30.0,39.0,9.0,14.0,23.0,31.0,41.0,-22.0,-12.0,-1.0,10.0,20.0,24.0,34.0,45.0,58.0,71.0,5.07407486,5.98103091,3.86600563,10.449072930000002,8.24741031580761,1855619905,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_IND_ATL,2023,16,2023-12-24,ATL,IND,29.0,10.0,19.0,39.0,26.9531,24.66,2.2931,51.6131,0.5544,174.75877626762676,167.4103410341034,321.079700360036,363.2585342434243,11.614918857880152,11.35344770716131,0.23595498437543452,0.197677271922124,0.23099954745512669,0.15756998640806352,10.0,17.0,26.0,35.0,45.0,9.0,16.0,24.0,33.0,42.0,-21.0,-10.0,3.0,14.0,25.0,28.0,38.0,50.0,64.0,77.0,3.4228350899999995,8.45597472,10.040748630000001,7.057649470000001,9.4275950806967,645452586,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_JAX_TB,2023,16,2023-12-24,TB,JAX,30.0,12.0,18.0,42.0,26.6886,22.0702,4.6184,48.7588,0.6018,178.76730677067707,145.00577253725373,304.17579901990194,343.37035959595954,11.319978172663365,11.328950514055967,0.2667424153489762,0.13668395300166797,0.20953356206936682,0.13084121505327068,10.0,17.0,26.0,35.0,44.0,7.0,13.0,21.0,30.0,38.0,-17.0,-7.0,4.0,16.0,27.0,26.0,36.0,47.0,61.0,73.0,3.7037172600000003,5.45592926,8.06225876,4.978965440000001,7.197482630716779,2546100039,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_LV_KC,2023,16,2023-12-25,KC,LV,14.0,20.0,-6.0,34.0,30.6541,21.6757,8.9784,52.3298,0.6941999999999999,212.39529271927196,136.48837834783478,324.73540698069803,373.03193515351535,11.100717272126662,11.014660838693013,0.2991268322567345,0.1950192153306374,0.19661769939157867,0.1664351121540132,13.0,20.0,30.0,40.0,50.0,7.0,13.0,20.0,29.0,37.0,-13.0,-3.0,9.0,21.0,32.0,29.0,39.0,51.0,64.0,78.0,9.63609513,2.7353880100000003,8.79520842,10.258394419999998,10.172481722594263,526261218,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_NE_DEN,2023,16,2023-12-24,DEN,NE,23.0,26.0,-3.0,49.0,18.0722,20.8235,-2.7513,38.8957,0.43065,114.96268342834286,126.2245702070207,229.49119742974295,252.8833098409841,11.561202561826683,11.454979988740638,0.16069021310945972,0.11965237899269852,0.16452931079166264,0.19319670135811265,6.0,10.0,17.0,24.0,33.0,7.0,13.0,20.0,27.0,36.0,-22.0,-13.0,-3.0,7.0,16.0,20.0,27.0,38.0,49.0,60.0,3.801227279999999,3.988489630000001,3.4496765499999995,6.75684163,5.985298115087868,930061515,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_NO_LA,2023,16,2023-12-21,LA,NO,30.0,22.0,8.0,52.0,23.911,24.2886,-0.3776,48.1996,0.48965,158.5047294729473,158.68297833783376,288.9145096909691,345.460905930593,11.221486476694503,11.29227186588927,0.23324013919958592,0.13773248458553491,0.23429114253384248,0.14588804217539225,9.0,14.0,23.0,31.0,41.0,9.0,15.0,23.0,32.0,41.0,-22.0,-12.0,0.0,11.0,21.0,25.0,34.0,47.0,60.0,73.0,4.506685020000001,3.03367948,5.565615380000001,4.8655556,5.828397686621905,2579160542,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2023_16_NYG_PHI,2023,16,2023-12-25,PHI,NYG,33.0,25.0,8.0,58.0,26.5173,18.2371,8.2802,44.7544,0.68735,177.37243795379538,118.87377096709672,273.9992878887889,318.49312995299533,11.233917096775764,11.087611770623798,0.25991867236888877,0.15786607867209257,0.16876290088572013,0.12422875152725993,10.0,17.0,25.0,34.25,45.0,6.0,10.0,17.0,24.0,33.0,-13.0,-3.0,8.0,19.0,30.0,23.0,32.0,43.0,56.0,68.0,4.819778769999999,4.71028469,3.8105144000000006,8.542814560000002,7.187563838705946,3717047607,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2023,2022,2022-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
