game_id,season,week,gameday,home_team,away_team,home_score,away_score,actual_margin,actual_total,expected_home_points,expected_away_points,expected_margin,expected_total,home_win_probability,home_score_variance,away_score_variance,margin_variance,total_variance,expected_home_drives,expected_away_drives,home_p_td,home_p_fg,away_p_td,away_p_fg,home_p10,home_p25,home_p50,home_p75,home_p90,away_p10,away_p25,away_p50,away_p75,away_p90,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,total_p10,total_p25,total_p50,total_p75,total_p90,home_crps,away_crps,margin_crps,total_crps,joint_energy_score,simulation_seed,candidate_id,outer_target_season,train_through_season,training_through_boundary,selected_drive_alpha,selected_outcome_c,source_contract_version,code_sha,config_sha,fallback_state,simulation_version,simulation_draws
2022_11_SF_ARI,2022,11,2022-11-21,ARI,SF,10.0,38.0,-28.0,48.0,24.4036,25.6754,-1.2718,50.079,0.4697,167.8040874487449,172.31626646664665,315.765901350135,364.47480648064806,10.920949985011571,11.03000832199563,0.2514071021847393,0.12503635871751906,0.2574302641587507,0.14816430945590664,9.0,14.0,23.0,33.0,42.0,10.0,17.0,24.0,34.0,44.0,-24.0,-13.0,-1.0,10.0,21.0,27.0,37.0,48.5,62.0,75.0,8.19575868,8.012904760000001,17.8287337,4.459798640000001,12.519394733368552,2243390946,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_11_TEN_GB,2022,11,2022-11-17,GB,TEN,17.0,27.0,-10.0,44.0,26.6645,24.2225,2.442,50.887,0.5536500000000001,184.75881563156315,166.80147389738974,321.52658865886593,381.59399039903985,11.077471954864507,11.012666030399076,0.27198029906819204,0.14205863480962794,0.2505865039920004,0.12341923407043158,10.0,17.0,25.0,35.0,45.0,9.0,14.0,23.0,32.0,41.0,-21.0,-10.0,3.0,14.0,25.0,27.0,37.0,49.0,63.0,77.0,5.229429850000001,3.49382665,7.5268019200000005,5.1051261199999995,6.922781791315918,2256412712,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_11_WAS_HOU,2022,11,2022-11-20,HOU,WAS,10.0,23.0,-13.0,33.0,22.2114,23.6723,-1.4609,45.8837,0.46125,146.4059506350635,152.43295600560054,272.67853904390444,324.9992742374237,11.2400336371448,11.170216087552848,0.20895703427818063,0.14086003760328528,0.22321527238959293,0.15718104220263662,7.0,13.0,21.0,30.0,38.0,9.0,14.0,23.0,31.0,40.0,-23.0,-12.0,-1.0,9.0,20.0,24.0,33.0,44.0,57.0,70.0,6.72671586,2.856344569999999,6.957686309999998,7.101879009999999,7.7140514720788875,270181334,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_ATL_WAS,2022,12,2022-11-27,WAS,ATL,19.0,13.0,6.0,32.0,24.5784,25.0716,-0.4932,49.65,0.48855,162.04245768576857,163.61223466346635,302.50180394039404,348.8075807580758,10.92058513903486,11.044863889659362,0.24413234084245455,0.1545905660050379,0.233908601400309,0.18541020030723585,10.0,16.0,23.0,33.0,41.0,10.0,16.0,24.0,33.0,42.0,-22.0,-12.0,0.0,11.0,21.100000000000364,27.0,36.0,48.0,61.0,75.0,3.6016242199999997,6.5734432599999995,5.00550544,9.89186048,8.139991432287347,2049872781,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_BAL_JAX,2022,12,2022-11-27,JAX,BAL,28.0,27.0,1.0,55.0,19.8871,25.9465,-6.0594,45.8336,0.3619,132.5764112311231,174.61549929993,288.95096673667365,325.4328543254325,10.924455247263527,10.797992831034131,0.20107375368187275,0.12220482189034905,0.2501001928147147,0.1908878360634527,7.0,11.0,19.0,27.0,35.0,10.0,16.0,24.0,34.0,44.0,-28.0,-17.0,-6.0,6.0,15.0,24.0,33.0,44.0,57.0,70.0,5.44269781,3.2394351499999994,5.032812100000001,6.562409460000001,6.643047182413461,479431614,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_BUF_DET,2022,12,2022-11-24,DET,BUF,25.0,28.0,-3.0,53.0,22.5161,31.1266,-8.6105,53.6427,0.31494999999999995,147.46588737873788,212.53982642264225,331.6133510851085,388.39807651765176,10.847961131551674,10.866744259661768,0.22283647061628567,0.1451831317324789,0.34125045948504906,0.1381670533981496,7.0,14.0,21.0,30.0,39.0,13.0,21.0,30.0,40.0,50.0,-32.0,-21.0,-8.0,3.0,14.0,30.0,40.0,52.0,66.0,79.0,3.2876480900000002,3.4683422999999998,4.78516387,4.56400691,5.19440889364188,2119650833,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_CHI_NYJ,2022,12,2022-11-27,NYJ,CHI,31.0,10.0,21.0,41.0,20.2109,22.7648,-2.5539,42.9757,0.44475,125.53557474747474,153.37381834183418,255.19141393139313,302.6273722472247,11.203950042077574,11.129791235670869,0.18219361068698875,0.15213137615946948,0.2271955700782386,0.12361606848972506,7.0,13.0,19.0,27.0,35.0,7.0,14.0,21.0,30.0,40.0,-23.0,-13.0,-2.0,8.0,18.0,22.0,30.0,42.0,54.0,66.0,7.0290362900000005,7.0661290999999995,15.47287369,4.0285403299999984,10.976515882468316,1866794158,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_CIN_TEN,2022,12,2022-11-27,TEN,CIN,16.0,20.0,-4.0,36.0,27.1102,22.8302,4.28,49.9404,0.5878500000000001,186.10446640664065,149.0324712071207,315.67176717671765,354.6021080508051,11.274983034903544,11.093292449305268,0.2709478417908178,0.14122907102752688,0.22280192369956953,0.14264442413694717,10.0,17.0,26.0,35.0,45.0,7.0,14.0,22.0,30.0,39.100000000000364,-18.0,-7.0,4.0,16.0,27.0,27.0,37.0,48.0,62.0,75.0,6.0230875600000005,2.94872714,5.487667279999998,7.7157573,7.199546892714816,164153678,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_DEN_CAR,2022,12,2022-11-27,CAR,DEN,23.0,10.0,13.0,33.0,21.0296,19.645,1.3846,40.6746,0.53015,137.91791563156318,123.44291929192919,246.09969280928092,276.6219770377038,11.336500061530039,11.373529838725554,0.1883477570548516,0.1505080477457541,0.16943910336851983,0.14910695236488017,7.0,13.0,20.0,28.0,37.0,7.0,12.0,19.0,27.0,34.0,-18.0,-9.0,1.0,11.0,21.0,20.0,29.0,39.0,51.0,63.0,3.0827680599999994,5.113841319999999,7.05169544,4.773610079999999,6.453773070985694,117525799,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_GB_PHI,2022,12,2022-11-27,PHI,GB,40.0,33.0,7.0,73.0,26.0554,23.3519,2.7035,49.4073,0.55595,185.57248808880888,156.81034742474247,318.07919566956696,366.68647535753576,10.850713648932881,10.782233745845241,0.26819452683763456,0.14812478036223012,0.2433068675454092,0.1291277236112225,10.0,16.0,24.0,34.0,44.0,7.0,14.0,22.0,31.0,40.0,-20.0,-9.0,3.0,14.0,25.0,26.0,36.0,48.0,61.0,75.0,9.119527579999998,6.356604730000001,4.558797350000001,15.568466370000001,11.604783204753277,3389930980,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_HOU_MIA,2022,12,2022-11-27,MIA,HOU,30.0,15.0,15.0,45.0,27.5671,20.6818,6.8853,48.2489,0.65525,189.6330608960896,135.1006588258826,299.552699179918,349.9147402640264,11.072918511107874,11.051484889935717,0.29201301354839737,0.12570114803536434,0.2003582623233015,0.1322015076989317,10.0,17.0,27.0,36.0,46.0,7.0,13.0,20.0,28.0,37.0,-15.0,-4.0,7.0,18.0,29.0,25.0,34.0,47.0,60.0,73.0,3.604973890000001,3.3837908199999998,5.586670270000001,4.45336401,5.593160557174803,1975231060,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_LAC_ARI,2022,12,2022-11-27,ARI,LAC,24.0,25.0,-1.0,49.0,26.5692,26.0432,0.526,52.6124,0.5107999999999999,182.7010814681468,178.3633700970097,333.8153055305531,388.31359759975993,11.020153222048913,10.970226885589867,0.27601384782489247,0.1380760537008754,0.2707129816657899,0.13227398634277776,10.0,17.0,25.0,35.0,44.0,10.0,17.0,24.0,34.0,44.0,-23.0,-11.0,0.0,13.0,24.0,29.0,39.0,51.0,65.0,79.0,3.18104632,3.0904516000000006,4.19141522,4.62193046,4.957212944108434,1342641394,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_LA_KC,2022,12,2022-11-27,KC,LA,26.0,10.0,16.0,36.0,29.9846,23.9555,6.0291,53.9401,0.62935,210.55981882188217,159.67468721872186,340.9831515051505,399.48586057605763,10.974985041556526,10.903371106572498,0.31330146352840943,0.15274778685497414,0.24356180346849524,0.13659751005986318,13.0,20.0,28.0,39.0,49.0,9.0,14.0,23.0,31.0,41.0,-17.0,-6.0,6.0,18.0,30.0,30.0,40.0,52.0,66.0,80.0,3.6220970999999995,7.940307130000001,6.395953950000001,9.97667059,9.0427341231065,204422704,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_LV_SEA,2022,12,2022-11-27,SEA,LV,34.0,40.0,-6.0,74.0,29.0453,22.653,6.3923,51.6983,0.63565,204.0308509950995,148.76186718671866,323.3043311431143,382.2811052205221,10.852496758808154,10.770082956233972,0.306751927434224,0.1564497744613023,0.2155055289151946,0.17246267854851602,12.0,19.0,27.0,38.0,48.0,8.0,13.0,21.0,30.0,39.0,-16.0,-6.0,6.0,18.0,30.0,28.0,38.0,50.0,64.0,78.0,4.40150111,11.910254040000002,7.371145930000001,14.52102857,12.496476918936308,2987546397,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_NE_MIN,2022,12,2022-11-24,MIN,NE,33.0,26.0,7.0,59.0,20.7388,25.8318,-5.093,46.5706,0.38170000000000004,135.32490705070506,164.6107698369837,279.76272727272726,320.1086265026502,11.496253766073664,11.329639200968806,0.19155507396103494,0.12342118599476697,0.2228187383448717,0.22000804081161204,7.0,13.0,20.0,28.0,37.0,10.0,16.0,24.0,34.0,43.0,-27.0,-16.0,-5.0,6.0,16.0,24.0,34.0,45.0,58.0,70.0,8.05139002,3.0322040800000005,7.1492684,8.067988579999998,8.54717204141462,265458683,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_NO_SF,2022,12,2022-11-27,SF,NO,13.0,0.0,13.0,13.0,25.1783,24.4493,0.729,49.6276,0.5199,163.31104021402138,157.55998550855088,302.5620152015201,339.18003624362433,11.250365965067099,11.10331820319525,0.24792194245594526,0.14872428069784283,0.2354360749578236,0.16082666969691928,10.0,16.0,24.0,33.0,42.0,10.0,16.0,23.0,32.0,41.0,-21.0,-11.0,1.0,12.0,23.0,27.0,37.0,48.0,61.0,74.0,6.64399553,17.43235805,7.380046139999999,26.35241698,18.809920286086086,2513857543,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_NYG_DAL,2022,12,2022-11-24,DAL,NYG,28.0,20.0,8.0,48.0,29.8749,17.3548,12.5201,47.2297,0.7693,203.08395838583857,111.69068602860287,294.10160615061505,335.44768267826777,11.228678033296516,11.154958444282517,0.2951706450386064,0.17581644187121664,0.15853329591898238,0.12060261155139693,13.0,20.0,28.0,39.0,49.0,3.0,10.0,16.0,24.0,31.0,-9.0,1.0,12.0,24.0,34.0,25.0,34.0,46.0,59.0,72.0,3.3352572499999997,2.9922915999999997,4.31535543,4.39658073,4.9052173389702425,710143464,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_PIT_IND,2022,12,2022-11-28,IND,PIT,17.0,24.0,-7.0,41.0,23.9972,21.4296,2.5676,45.4268,0.5579500000000001,161.38073023302331,136.571500990099,274.9109213321332,320.9935411141114,11.355001301606187,11.487868707865111,0.22419439713612999,0.1538254917988803,0.1854415277788975,0.16477739495188976,9.0,15.0,23.0,31.0,41.0,7.0,13.0,20.0,29.0,37.0,-18.0,-9.0,3.0,13.0,24.0,23.0,33.0,44.0,57.0,69.0,3.9288510400000005,3.1840215599999997,5.879354000000001,4.359784379999999,5.604329260068134,3248586239,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_12_TB_CLE,2022,12,2022-11-27,CLE,TB,23.0,17.0,6.0,40.0,23.0285,29.4158,-6.3873,52.4443,0.36124999999999996,153.120599809981,204.3827486348635,330.1037090809081,384.9029878087809,11.000560655048073,11.132388305031787,0.24215034600393898,0.10902182267389224,0.31127715408458817,0.12683352738220574,7.0,14.0,21.0,31.0,40.0,13.0,20.0,28.0,38.0,48.0,-30.0,-18.0,-6.0,6.0,17.0,28.0,38.0,51.0,65.0,78.0,2.9018599099999998,6.7605448599999995,7.401981409999999,7.04113993,7.758129607415755,2171342548,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_BUF_NE,2022,13,2022-12-01,NE,BUF,10.0,24.0,-14.0,34.0,25.5501,23.7957,1.7544,49.3458,0.5432499999999999,166.9877887688769,160.11637314731473,305.0345840984099,349.17373973397343,11.093962937417574,11.136880672974309,0.25117869766840806,0.16644981955367463,0.2393075304151616,0.1209824137507784,10.0,16.0,24.0,34.0,43.0,8.0,14.0,23.0,31.0,41.0,-21.0,-10.0,2.0,13.0,24.0,27.0,36.0,48.0,61.0,74.0,9.11773839,2.985371850000001,9.4758704,8.43002588,9.747231749318523,1944067011,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_CLE_HOU,2022,13,2022-12-04,HOU,CLE,14.0,27.0,-13.0,41.0,22.8432,24.1479,-1.3047,46.9911,0.47025,151.68218197819783,166.16664225422545,296.60691860186023,339.0907298629863,11.19130216518519,11.081697593618859,0.22093830829564845,0.13049603543897287,0.2506508891009548,0.11817136229056104,7.0,14.0,21.0,30.0,39.0,9.0,14.0,23.0,32.0,41.0,-24.0,-13.0,-1.0,10.0,21.0,24.0,34.0,45.0,58.0,71.0,4.7620882600000005,3.532891490000001,7.1224648099999985,4.74712759,6.569064240483458,1241503650,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_DEN_BAL,2022,13,2022-12-04,BAL,DEN,10.0,9.0,1.0,19.0,25.4288,17.8441,7.5847,43.2729,0.6745,162.7716077207721,115.7205672467247,260.1038362936294,296.88051364136413,11.185691597053536,11.026575014122841,0.23354026694787464,0.18812670476861992,0.16774342388341126,0.117195281624488,10.0,16.0,24.0,33.0,43.0,6.0,10.0,17.0,24.0,32.0,-13.0,-3.0,7.0,18.0,28.0,23.0,31.0,42.0,54.0,66.0,9.037718520000002,4.694088310000001,4.705002169999998,15.23806061,10.917523554959432,629907420,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_GB_CHI,2022,13,2022-12-04,CHI,GB,19.0,28.0,-9.0,47.0,23.0296,25.4595,-2.4299,48.4891,0.44205,155.15683952395239,175.6991296629663,310.08569455945593,351.62624381438144,10.773517246307895,10.817441821504195,0.24164104920024443,0.11931934861679681,0.25949915199937607,0.15194554908695823,7.0,14.0,21.0,31.0,40.0,10.0,16.0,24.0,34.0,43.0,-25.0,-14.0,-3.0,10.0,20.0,26.0,35.0,47.0,60.0,73.0,3.1329501000000004,3.53166707,5.046261189999999,4.30466047,5.244907985699323,3815551562,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_IND_DAL,2022,13,2022-12-04,DAL,IND,54.0,19.0,35.0,73.0,30.0028,21.8284,8.1744,51.8312,0.67855,203.32992515251524,140.62741618161817,316.31501614161414,371.5996665266527,11.336588123019302,11.18896631673618,0.28876564239370106,0.17328495090531895,0.20036401252096456,0.1509340326874344,13.0,20.0,29.0,38.0,49.0,7.0,13.0,20.0,29.0,38.0,-14.0,-4.0,8.0,20.0,31.0,28.0,38.0,50.0,64.0,77.0,17.05820104,2.8904133400000003,18.04178552,13.69775792,16.66125678487461,1989929163,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_JAX_DET,2022,13,2022-12-04,DET,JAX,40.0,14.0,26.0,54.0,24.8091,23.4486,1.3605,48.2577,0.53535,163.74423161316133,156.3403920792079,299.54449419941994,340.6247531853186,10.758525655293143,10.718845999044042,0.24642308606436894,0.1648362468701928,0.24344514850799112,0.13680308692614235,10.0,16.0,24.0,33.0,42.0,7.0,14.0,23.0,31.0,40.0,-21.0,-10.0,2.0,13.0,23.0,26.0,35.0,47.0,60.0,73.0,10.07446295,5.09478,16.18701831,5.33131745,12.061260848207185,2839715292,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_KC_CIN,2022,13,2022-12-04,CIN,KC,27.0,24.0,3.0,51.0,24.4265,30.1827,-5.7562,54.6092,0.37725,168.6038581358136,202.31955266526654,337.40170173017304,404.44511987198723,10.905875570749458,10.888114476906273,0.2547029720574707,0.12265224081560097,0.30192095927560253,0.1988436644267721,9.0,14.0,23.0,32.0,42.0,13.0,20.0,29.0,39.0,49.0,-29.0,-18.0,-6.0,7.0,18.0,30.0,40.0,53.0,67.0,81.0,3.4323059899999997,3.9525697099999997,5.889540280000002,4.810700779999998,5.807640688733034,212998327,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_LAC_LV,2022,13,2022-12-04,LV,LAC,27.0,20.0,7.0,47.0,29.0136,28.5859,0.4277,57.5995,0.5084,196.2348385238524,196.1126324532453,356.314004110411,428.3809378437844,10.937136999944554,10.766807476493085,0.28365025793729676,0.19227477071549048,0.29785515248991656,0.16349258924472376,13.0,19.0,27.0,38.0,48.0,12.0,18.75,27.0,37.0,48.0,-24.0,-12.0,0.0,13.0,24.0,33.0,43.0,56.0,70.0,85.0,3.2860320199999995,4.762723370000001,5.256290569999999,6.355765809999998,6.388758951218531,1767663757,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_MIA_SF,2022,13,2022-12-04,SF,MIA,33.0,17.0,16.0,50.0,27.7083,23.2544,4.4539,50.9627,0.6023000000000001,184.5234634563456,160.78595923592357,324.22229701970195,366.3965483648365,11.119264133570413,10.945684082997317,0.28243198356778043,0.1446383919914934,0.242248833364205,0.11159141731777893,10.0,17.0,27.0,36.0,46.0,7.0,14.0,22.0,31.0,40.0,-18.0,-7.0,4.0,16.0,28.0,27.0,37.0,50.0,63.0,76.0,4.37605077,3.68788774,7.119113429999999,4.45047531,6.443296181937466,3686253002,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2022_13_NO_TB,2022,13,2022-12-05,TB,NO,17.0,16.0,1.0,33.0,26.2515,24.0922,2.1593,50.3437,0.5457500000000001,174.49949769977,160.2235215121512,310.3697604860486,359.0762779377938,11.316644338922307,11.260464707116071,0.26242484880153083,0.1332316582127028,0.22713803614898687,0.15931449799252467,10.0,17.0,24.0,34.0,44.0,9.0,15.0,23.0,31.0,41.0,-20.0,-9.0,2.0,14.0,25.0,27.0,37.0,49.0,62.0,75.0,5.005692750000001,4.42163952,4.053824969999999,9.666262210000001,7.589420685057089,2981480025,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2022,2021,2021-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
