season,week,games,fst_brier,production_brier,market_brier,pure_brier,fst_minus_production_brier,fst_minus_market_brier
2026,1,13,0.1995152713529565,0.19841399962064027,0.20366476936686764,0.2224694459870637,0.0011012717323162224,-0.0041494980139111515
