game_id,season,week,home_team,away_team,home_win,fst_prob,market_prob,a0_home_win_probability,b0_home_win_probability,fst_confidence,component_prob_dispersion,fst_plus_a0_prob,fst_plus_b0_prob,fst_plus_a0_plus_b0_prob,primary_compact_football_prob,market_aware_diagnostic_prob
2025_11_CHI_MIN,2025,11,MIN,CHI,0,0.5566436742545303,0.5720596355604638,0.5481161518509756,0.58595,0.05664367425453032,0.01620349562013682,0.5565911432335218,0.5566585991484243,0.5566060167892637,0.5566763680151302,0.5566435214270429
2025_11_CIN_PIT,2025,11,PIT,CIN,1,0.6914627020283933,0.6853932584269663,0.4613426257256801,0.5542999999999999,0.19146270202839333,0.0945221489489059,0.6914095618749991,0.6914897287374188,0.6914365099397151,0.6914218020036673,0.6913282476808686
2025_11_DAL_LV,2025,11,LV,DAL,0,0.33178628243976027,0.3630958183058777,0.3995138255744844,0.3874,0.16821371756023973,0.029489452822596057,0.3316793564282278,0.33173226753688895,0.33162550888366055,0.3316607232917571,0.33162093442555013
2025_11_DET_PHI,2025,11,PHI,DET,1,0.5807356619089002,0.5829926410466066,0.4501818365311151,0.5464,0.08073566190890025,0.05525815573873897,0.5806545375616323,0.5807554858417319,0.580674415862944,0.5807089407654696,0.5806563619850874
2025_11_GB_NYG,2025,11,NYG,GB,0,0.18901936735815356,0.2180936995153472,0.3916176773160778,0.3295499999999999,0.31098063264184644,0.08475279770927098,0.18896557764228894,0.18895693545469752,0.18890340665398136,0.18887514987777207,0.18885998061850956
2025_11_HOU_TEN,2025,11,TEN,HOU,0,0.28625668700560586,0.3042300479266513,0.4594453414272696,0.48755,0.21374331299439414,0.08900885081467107,0.28622031824756117,0.2862173196477195,0.2861811897609313,0.28615968464123964,0.28616938711518386
2025_11_KC_DEN,2025,11,DEN,KC,1,0.3090372796935804,0.3425247738043946,0.4703683998423428,0.4318,0.1909627203064196,0.06878786819061551,0.3089647239771744,0.30898942542595903,0.30891696000501734,0.30890295754045877,0.30883056857509544
2025_11_LAC_JAX,2025,11,JAX,LAC,1,0.4019925955682414,0.4170073589533933,0.4676372143864834,0.3934,0.0980074044317586,0.033156552357727215,0.4019518573779736,0.40194706560361887,0.40190652443701197,0.4019273309386879,0.4018565036427074
2025_11_NYJ_NE,2025,11,NE,NYJ,1,0.8839523491147964,0.8677165354330709,0.6350568021649268,0.682,0.38395234911479637,0.10798014654321214,0.8839843788536618,0.8839935120848516,0.8840253862728349,0.8840055005868124,0.8839752064203219
2025_11_SEA_LA,2025,11,LA,SEA,1,0.5963956800336734,0.6092362344582593,0.5842590659448045,0.56675,0.09639568003367338,0.012168863438485516,0.596372191872148,0.5964182120930169,0.596394699276644,0.5964542684110749,0.596390653082286
2025_11_SF_ARI,2025,11,ARI,SF,0,0.3373317140116011,0.3690596562184024,0.5155377604906407,0.5088,0.1626682859883989,0.08246491881596832,0.3372246959999199,0.337305976930041,0.33719908846336116,0.33717652532314907,0.33712240272165106
2025_11_TB_BUF,2025,11,BUF,TB,1,0.7076897588605024,0.7095435684647302,0.6263187083604426,0.61315,0.20768975886050245,0.0418096596291756,0.7076887797492828,0.707736021163859,0.707734953211527,0.7077539381509461,0.7076903936770701
2025_11_WAS_MIA,2025,11,MIA,WAS,1,0.560821960464291,0.5720596355604638,0.5369159968984383,0.5478,0.060821960464291,0.009772569728356119,0.5607245614152233,0.5608337445454659,0.5607363754323297,0.5608079131095045,0.5607589977684326
2025_12_ATL_NO,2025,12,NO,ATL,0,0.5093924971572674,0.5260865852617197,0.5168107461898612,0.56825,0.009392497157267421,0.026172999004775335,0.5092812348912518,0.5093975387222217,0.5092863327343509,0.5093493312327322,0.5094086596031504
2025_12_BUF_HOU,2025,12,HOU,BUF,1,0.27685204326407276,0.3092071169459318,0.3899211676877412,0.35885,0.22314795673592724,0.04769545665327714,0.27674753407993447,0.27679075247248885,0.2766864840369327,0.2766950160884985,0.27667527422839794
2025_12_CAR_SF,2025,12,SF,CAR,1,0.7672236420674418,0.7659021045164341,0.7006453552393507,0.60095,0.26722364206744176,0.0683282568680497,0.7671717963549014,0.7672665571607272,0.7672145584502341,0.7671897284745677,0.7671287422106241
2025_12_CLE_LV,2025,12,LV,CLE,0,0.5817332067698153,0.593369754159424,0.6404999605098928,0.58195,0.08173320676981533,0.027651956370735562,0.5816838356623738,0.5817457220911781,0.5816962557832508,0.5817277479145304,0.5816623921333351
2025_12_IND_KC,2025,12,KC,IND,1,0.6559936467096286,0.6574752261956052,0.5389217695597197,0.54935,0.15599364670962856,0.05290183759993284,0.6558478341280669,0.6560212794165682,0.6558753968972091,0.6558899207260132,0.6557646123813663
2025_12_JAX_ARI,2025,12,ARI,JAX,0,0.42417864092773744,0.448558885283451,0.5819578967076231,0.5704499999999999,0.07582135907226256,0.07181924511959377,0.42408477155928076,0.42417357322810983,0.4240797461350984,0.4240689688967822,0.42398197008299315
2025_12_MIN_GB,2025,12,GB,MIN,1,0.7035798118866847,0.7135512302607419,0.7203689350624978,0.62985,0.20357981188668473,0.039315868188454305,0.7035533381516978,0.7036206179463663,0.7035939930154015,0.7035979754694233,0.703534493609666
2025_12_NE_CIN,2025,12,CIN,NE,0,0.1944848242520811,0.2340978954835658,0.526021703364979,0.4246499999999999,0.30551517574791887,0.13871190471305303,0.19439670169356466,0.19443553668669325,0.1943475982603832,0.19427123009396763,0.19420805772053812
2025_12_NYG_DET,2025,12,DET,NYG,1,0.8888946550200256,0.8761776581426649,0.7467673861597557,0.68955,0.3888946550200256,0.08380684228078483,0.8889111783139718,0.8889408352074861,0.8889571471057649,0.8889383367520605,0.8888983923645928
