program_id,schema_version,game_id,research_only,production_authorized,completed_2026_outcomes_used,t60_consensus_spread,t60_spread_home_no_vig,t60_moneyline_home_no_vig,t30_consensus_spread,t30_spread_home_no_vig,t30_moneyline_home_no_vig,latest_prekick_consensus_spread,latest_prekick_spread_home_no_vig,latest_prekick_moneyline_home_no_vig
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_CAR_CLE,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_CIN_PIT,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_HOU_IND,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_KC_MIA,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_LAC_BUF,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_NE_JAX,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_NYJ_DET,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_SEA_WAS,True,False,0,,,,,,,,,
FV2-PROS-M1-MARKETSTATE-01,levline-m1-market-state-v1-diagnostic,2026_03_TEN_NYG,True,False,0,,,,,,,,,
