row_type,game_id,event_id,provider_commence_time_utc,provider_kickoff_delta_minutes,home_team,away_team,kickoff_timestamp_utc,horizon,target_timestamp_utc,request_timestamp_utc,timing_error_minutes,sportsbook_key,sportsbook_title,sportsbook_last_update_utc,freshness_minutes,home_moneyline,away_moneyline,h2h_home_implied,h2h_away_implied,h2h_overround,h2h_home_no_vig,home_spread,home_spread_price,away_spread,away_spread_price,spread_overround,spread_home_cover_no_vig,total_points,over_price,under_price,total_overround,over_no_vig,research_only,production_authorized,market_provider,program_id,m1_role,completed_2026_outcomes_used,m1_complete_book,source_count,source_names,max_freshness_minutes,probability_range
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,hardrock,Hard Rock Bet,2026-09-26T04:52:06.682563+00:00,4.95066225,-325.0,250.0,0.7647058823529411,0.2857142857142857,0.05042016806722671,0.7280000000000001,-1.0,-300.0,1.0,225.0,0.05769230769230771,0.7090909090909091,25.5,-8000.0,1750.0,0.04170837504170821,0.9481101857783473,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,kalshi,Kalshi,2026-09-26T04:56:40.657353+00:00,0.38441575,-270.0,257.0,0.7297297297297297,0.2801120448179272,0.00984177454765689,0.7226178873978559,,,,,,,47.5,-113.0,108.0,0.011285662694113352,0.5245960182126596,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,False,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,lowvig,LowVig.ag,2026-09-26T04:51:48.622437+00:00,5.2516643499999995,-300.0,245.0,0.75,0.2898550724637681,0.03985507246376807,0.7212543554006969,-6.5,-112.0,6.5,101.0,0.025814324603398164,0.5150073206442166,48.0,-113.0,-102.0,0.03546692697438747,0.5123451247979889,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,marathon,Marathon Bet,2026-09-26T04:52:04.472585+00:00,4.987495216666667,-334.0,245.0,0.7695852534562212,0.2898550724637681,0.05944032591998938,0.726407363046082,-6.5,-117.0,6.5,-109.0,0.06070160739091124,0.5083149711054754,48.5,-111.0,-114.0,0.05877663108473219,0.4968624497991968,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,novig,Novig,2026-09-26T04:51:32.222016+00:00,5.5250047,-270.0,257.0,0.7297297297297297,0.2801120448179272,0.00984177454765689,0.7226178873978559,-7.5,133.0,7.5,-135.0,0.003652634462606219,0.427622600309344,47.5,-117.0,115.0,0.004286785982209773,0.5368690641340306,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,onexbet,1xBet,2026-09-26T04:51:40.722952+00:00,5.383322433333333,-310.0,250.0,0.7560975609756098,0.2857142857142857,0.04181184668989557,0.725752508361204,-6.5,-115.0,6.5,-105.0,0.04707884288145214,0.5108342361863488,47.5,-115.0,-105.0,0.04707884288145214,0.5108342361863488,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,pinnacle,Pinnacle,2026-09-26T04:50:28.545100+00:00,6.586286633333333,-294.0,247.0,0.7461928934010152,0.2881844380403458,0.034377331441361125,0.7213933162680847,-7.0,108.0,7.0,-121.0,0.02828054298642546,0.4675467546754675,48.0,-110.0,-104.0,0.03361344537815114,0.5067750677506776,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,polymarket_us,Polymarket US,2026-09-26T04:51:48.193052+00:00,5.258820766666667,-270.0,264.0,0.7297297297297297,0.27472527472527475,0.004455004455004463,0.7264931992903607,1.5,-317.0,-1.5,308.0,0.005289885738468003,0.7561916789447837,,,1900.0,,,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,False,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,prophetx,ProphetX,2026-09-26T04:51:33.167283+00:00,5.50925025,-265.0,260.0,0.726027397260274,0.2777777777777778,0.003805175038051889,0.7232752084912812,-6.5,-106.0,6.5,105.0,0.0023679848448969754,0.5133475076777699,47.5,-117.0,114.0,0.006460226538610669,0.5357097008857888,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,rebet,ReBet,2026-09-26T04:51:23.652446+00:00,5.667830866666667,-295.0,240.0,0.7468354430379747,0.29411764705882354,0.04095309009679826,0.717453505007153,-5.5,-139.0,5.5,105.0,0.06939483620777631,0.5438496039698445,27.5,-113.0,-132.0,0.09948194916626196,0.482514908341309,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,tab_au,TAB,2026-09-26T04:51:20.377600+00:00,5.7224116333333335,-312.0,240.0,0.7572815533980582,0.29411764705882354,0.05139920045688173,0.7202607278652906,-6.5,-118.0,6.5,-105.0,0.05347952562094438,0.513806287170773,48.5,-105.0,-118.0,0.05347952562094438,0.4861937128292268,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
consensus,2026_03_NYJ_DET,32656,2026-09-27T17:00:00+00:00,0.0,DET,NYJ,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,sportsbook_consensus,Robust sportsbook consensus,,,,,,,,0.7232752084912811,-6.5,,,,,,48.0,,,,,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,17.0,betmgm|betonlineag|betus|betway|bovada|courtside|fanatics|fanduel|hardrock|lowvig|marathon|novig|onexbet|pinnacle|prophetx|rebet|tab_au,6.817156583333333,0.011253119598525374
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betmgm,BetMGM,2026-09-26T04:50:49.208030+00:00,6.241904466666667,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675,2.0,-110.0,-2.0,-108.0,0.04304029304029311,0.5021949078138718,42.5,-110.0,-108.0,0.04304029304029311,0.5021949078138718,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betonlineag,BetOnline.ag,2026-09-26T04:51:48.130312+00:00,5.259866433333333,104.0,-124.0,0.49019607843137253,0.5535714285714286,0.04376750700280119,0.46964106004696404,1.5,-105.0,-1.5,-115.0,0.04707884288145214,0.4891657638136511,42.5,-112.0,-108.0,0.0475326560232221,0.5043297540699688,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betrivers,BetRivers,2026-09-26T04:51:01.669907+00:00,6.034206516666667,112.0,-136.0,0.4716981132075472,0.576271186440678,0.04796929964822505,0.4501068050045774,2.0,-109.0,-2.0,-112.0,0.04983298727092178,0.49677530312150653,,,,,,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,False,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betus,BetUS,2026-09-26T04:51:46.629990+00:00,5.2848718,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675,1.0,-105.0,-1.0,-115.0,0.04707884288145214,0.4891657638136511,42.5,-112.0,-108.0,0.0475326560232221,0.5043297540699688,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betway,Betway,2026-09-26T04:52:02.994027+00:00,5.01213785,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044,1.5,-105.0,-1.5,-115.0,0.04707884288145214,0.4891657638136511,41.5,-110.0,-110.0,0.04761904761904767,0.5,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,bovada,Bovada,2026-09-26T04:50:29.289928+00:00,6.573872833333334,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044,1.5,-105.0,-1.5,-115.0,0.04707884288145214,0.4891657638136511,42.5,-105.0,-115.0,0.04707884288145214,0.4891657638136511,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,courtside,Courtside,2026-09-26T04:52:20.016401+00:00,4.728431616666667,107.0,-122.0,0.4830917874396135,0.5495495495495496,0.03264133698916316,0.46782146921228973,2.5,-126.0,-2.5,-106.0,0.07208523068992179,0.5200352620612277,42.5,-116.0,100.0,0.0370370370370372,0.5178571428571428,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,fanatics,Fanatics,2026-09-26T04:51:54.180838+00:00,5.159024333333333,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675,0.5,105.0,-0.5,-125.0,0.04336043360433606,0.4675324675324675,24.5,-1500.0,750.0,0.05514705882352944,0.8885017421602788,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,fanduel,FanDuel,2026-09-26T04:50:15.319587+00:00,6.80671185,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044,1.5,-105.0,-1.5,-115.0,0.04707884288145214,0.4891657638136511,42.5,-114.0,-106.0,0.04727338716994822,0.5086640097036909,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,hardrock,Hard Rock Bet,2026-09-26T04:52:03.497051+00:00,5.003754116666667,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044,-1.0,115.0,1.0,-140.0,0.04844961240310086,0.44362292051756,22.5,-4000.0,1400.0,0.042276422764227606,0.9360374414976599,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,kalshi,Kalshi,2026-09-26T04:56:33.080242+00:00,0.5107009333333333,113.0,-122.0,0.4694835680751174,0.5495495495495496,0.019033117624666973,0.46071473041962396,,,,,,,45.5,150.0,-156.0,0.009374999999999911,0.3962848297213623,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,False,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,lowvig,LowVig.ag,2026-09-26T04:51:48.981249+00:00,5.24568415,104.0,-124.0,0.49019607843137253,0.5535714285714286,0.04376750700280119,0.46964106004696404,1.5,100.0,-1.5,-110.0,0.023809523809523725,0.48837209302325585,42.5,-109.0,-105.0,0.03372622242968837,0.5045156920298035,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,marathon,Marathon Bet,2026-09-26T04:52:04.698095+00:00,4.983736716666667,-101.0,-125.0,0.5024875621890548,0.5555555555555556,0.05804311774461035,0.4749216300940439,1.5,-113.0,-1.5,-113.0,0.06103286384976525,0.5,42.5,-114.0,-111.0,0.05877663108473219,0.5031375502008032,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,novig,Novig,2026-09-26T04:51:30.824826+00:00,5.5482911999999995,115.0,-117.0,0.46511627906976744,0.5391705069124424,0.004286785982209773,0.4631309358659695,2.5,-113.0,-2.5,108.0,0.011285662694113352,0.5245960182126596,44.5,135.0,-144.0,0.015695849319846467,0.41895604395604397,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,onexbet,1xBet,2026-09-26T04:51:40.783369+00:00,5.382315483333333,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044,1.5,-105.0,-1.5,-115.0,0.04707884288145214,0.4891657638136511,42.5,-115.0,-105.0,0.04707884288145214,0.5108342361863488,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,pinnacle,Pinnacle,2026-09-26T04:50:27.338439+00:00,6.60639765,111.0,-125.0,0.47393364928909953,0.5555555555555556,0.029489204844655115,0.46035805626598464,2.0,-110.0,-2.0,-102.0,0.02876001885902868,0.5091659028414299,42.5,-103.0,-111.0,0.03345551327247698,0.49096371933312244,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,polymarket_us,Polymarket US,2026-09-26T04:51:48.683583+00:00,5.250645250000001,115.0,-117.0,0.46511627906976744,0.5391705069124424,0.004286785982209773,0.4631309358659695,1.5,104.0,-1.5,-106.0,0.004759185227489082,0.48787419477074645,10.5,-900.0,669.0,0.030039011703510976,0.8737533139755083,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,prophetx,ProphetX,2026-09-26T04:51:34.585437+00:00,5.4856143500000005,114.0,-117.0,0.4672897196261682,0.5391705069124424,0.006460226538610669,0.4642902991142111,2.5,-113.0,-2.5,109.0,0.008985331446413669,0.5257920163857782,44.5,138.0,-146.0,0.01366400218624042,0.4145042798409382,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,rebet,ReBet,2026-09-26T04:51:23.801377+00:00,5.665348683333334,107.0,-126.0,0.4830917874396135,0.5575221238938053,0.04061391133341874,0.4642372950988045,1.5,-109.0,-1.5,-120.0,0.06698564593301426,0.4887892376681614,41.5,-125.0,-105.0,0.0677506775067751,0.5203045685279188,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,tab_au,TAB,2026-09-26T04:51:20.416359+00:00,5.72176565,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.05302226935312815,0.4632426988922458,2.0,-111.0,-2.0,-111.0,0.05213270142180093,0.5,42.5,-111.0,-111.0,0.05213270142180093,0.5,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
consensus,2026_03_HOU_IND,32654,2026-09-27T17:00:00+00:00,0.0,IND,HOU,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,sportsbook_consensus,Robust sportsbook consensus,,,,,,,,0.46373996093667164,1.5,,,,,,42.5,,,,,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,18.0,betmgm|betonlineag|betus|betway|bovada|courtside|fanatics|fanduel|hardrock|lowvig|marathon|novig|onexbet|pinnacle|polymarket_us|prophetx|rebet|tab_au,6.80671185,0.01766516886143954
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betmgm,BetMGM,2026-09-26T04:50:46.823664+00:00,6.281643900000001,-155.0,130.0,0.6078431372549019,0.43478260869565216,0.04262574595055413,0.5829926410466066,-2.5,-125.0,2.5,-105.0,0.0677506775067751,0.5203045685279188,46.0,-110.0,-108.0,0.04304029304029311,0.5021949078138718,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betonlineag,BetOnline.ag,2026-09-26T04:51:47.913336+00:00,5.2634827,-155.0,135.0,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725,-3.0,-104.0,3.0,-116.0,0.04684095860566462,0.48699271592091564,46.0,-112.0,-108.0,0.0475326560232221,0.5043297540699688,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betrivers,BetRivers,2026-09-26T04:51:01.975789+00:00,6.029108483333333,-157.0,132.0,0.6108949416342413,0.43103448275862066,0.04192942439286185,0.5863112484708004,-3.0,-106.0,3.0,-115.0,0.049446827726348896,0.4903184165232359,,,,,,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,False,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betus,BetUS,2026-09-26T04:51:46.567143+00:00,5.28591925,-155.0,134.0,0.6078431372549019,0.42735042735042733,0.035193564605329186,0.587178241864983,-3.0,100.0,3.0,-120.0,0.045454545454545414,0.4782608695652174,46.0,-110.0,-110.0,0.04761904761904767,0.5,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,betway,Betway,2026-09-26T04:52:03.935961+00:00,4.99643895,-150.0,125.0,0.6,0.4444444444444444,0.04444444444444429,0.574468085106383,-2.5,-120.0,2.5,100.0,0.045454545454545414,0.5217391304347826,46.5,-110.0,-110.0,0.04761904761904767,0.5,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,bovada,Bovada,2026-09-26T04:50:31.698538+00:00,6.533729333333333,-150.0,130.0,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092,-2.5,-120.0,2.5,100.0,0.045454545454545414,0.5217391304347826,46.0,-110.0,-110.0,0.04761904761904767,0.5,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,courtside,Courtside,2026-09-26T04:52:30.304114+00:00,4.556969733333333,-152.0,133.0,0.6031746031746031,0.4291845493562232,0.03235915253082622,0.584268180018477,1.5,-184.0,-1.5,137.0,0.06982825221370415,0.605599377846906,11.5,-943.0,679.0,0.032492427664348345,0.8756700763025734,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,fanatics,Fanatics,2026-09-26T04:51:54.408526+00:00,5.1552295333333324,-155.0,130.0,0.6078431372549019,0.43478260869565216,0.04262574595055413,0.5829926410466066,0.5,-160.0,-0.5,130.0,0.050167224080267525,0.5859872611464969,25.5,-2200.0,950.0,0.05175983436852993,0.9094488188976378,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,fanduel,FanDuel,2026-09-26T04:50:14.984947+00:00,6.812289183333333,-154.0,130.0,0.6062992125984252,0.43478260869565216,0.041081821294077336,0.5823742190069057,-2.5,-118.0,2.5,-104.0,0.05108832523835227,0.5149751839808318,45.5,-115.0,-105.0,0.04707884288145214,0.5108342361863488,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,hardrock,Hard Rock Bet,2026-09-26T04:52:16.729785+00:00,4.7832085499999994,-155.0,130.0,0.6078431372549019,0.43478260869565216,0.04262574595055413,0.5829926410466066,-1.0,-150.0,1.0,120.0,0.05454545454545445,0.5689655172413793,23.5,-7000.0,1750.0,0.039969547011800444,0.9480234260614935,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,kalshi,Kalshi,2026-09-26T04:56:29.651609+00:00,0.5678448166666666,-150.0,144.0,0.6,0.4098360655737705,0.00983606557377037,0.5941558441558442,,,,,,,44.5,-127.0,122.0,0.00992181608921694,0.5539749282823123,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,False,,,,
book,2026_03_NE_JAX,32651,2026-09-27T17:00:00+00:00,0.0,JAX,NE,2026-09-27T17:00:00+00:00,T-2160m,2026-09-26T05:00:00+00:00,2026-09-26T04:57:03.722298+00:00,-2.9379617000000002,lowvig,LowVig.ag,2026-09-26T04:51:48.812042+00:00,5.248504266666667,-155.0,135.0,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725,-3.0,101.0,3.0,-112.0,0.025814324603398164,0.4849926793557833,46.0,-109.0,-105.0,0.03372622242968837,0.5045156920298035,True,False,propline,FV2-PROS-M1-MARKETSTATE-01,predictor,0,True,,,,
